0,18,out,0,4726,4726,1,9642,9641,1,4916,4915
0,20,out,0,4556,4556,1,10053,10052,1,5497,5496
0,22,out,0,23951,23951,1,8790,8789,1,15161,15162
0,24,out,0,2608,2608,1,5650,5649,1,3042,3041
0,26,out,0,3120,3120,1,6293,6292,1,3173,3172
0,28,out,0,4115,4115,1,9782,9781,1,5667,5666
0,30,out,0,9271,9271,1,10977,10976,1,1706,1705
0,32,out,0,6433,6433,1,7630,7629,1,1197,1196
0,34,out,0,6948,6948,1,7491,7490,1,543,542
0,36,out,0,7495,7495,2,8453,8451,2,958,956
0,38,out,0,3835,3835,1,4108,4107,1,273,272
0,40,out,0,4013,4013,1331,4451,3120,1331,438,893
0,42,out,0,3915,3915,1,4180,4179,1,265,264
0,44,out,0,6774,6774,1,7557,7556,1,783,782
0,46,out,0,8690,8690,1,9684,9683,1,994,993
0,48,out,0,6578,6578,1,7700,7699,1,1122,1121
0,50,out,0,7048,7048,1,7764,7763,1,716,715
0,52,out,0,7116,7116,1,7663,7662,1,547,546
0,54,out,1,6635,6634,1,7898,7897,0,1263,1263
0,56,out,0,5478,5478,2214,6434,4220,2214,956,1258
0,60,out,0,6125,6125,1,6951,6950,1,826,825
0,62,out,0,5172,5172,1,6227,6226,1,1055,1054
0,64,out,1,4724,4723,1,5475,5474,0,751,751
0,66,out,0,5325,5325,1,6202,6201,1,877,876
0,68,out,0,6441,6441,1,7189,7188,1,748,747
0,70,out,0,4729,4729,1,5579,5578,1,850,849
0,72,out,1,5237,5236,1,5791,5790,0,554,554
0,74,out,1,4730,4729,1,5654,5653,0,924,924
0,76,out,0,4387,4387,1,4999,4998,1,612,611
0,99,out,0,3188,3188,1,4354,4353,1,1166,1165
0,101,out,0,3096,3096,1,4180,4179,1,1084,1083
0,100,in,1162,3570,2408,0,2927,2927,1162,643,519
0,102,in,1733,4074,2341,0,3559,3559,1733,515,1218
0,77,in,0,2820,2820,1,2654,2653,1,166,167
0,75,in,1,5381,5380,0,5208,5208,1,173,172
0,73,in,1,2954,2953,0,2749,2749,1,205,204
0,71,in,2,6437,6435,0,5788,5788,2,649,647
0,69,in,1,6738,6737,0,5853,5853,1,885,884
0,67,in,1,6198,6197,0,5619,5619,1,579,578
0,65,in,1737,5784,4047,0,5166,5166,1737,618,1119
0,63,in,1772,5886,4114,0,5310,5310,1772,576,1196
0,61,in,1751,6583,4832,0,5867,5867,1751,716,1035
0,59,in,3214,10432,7218,0,9413,9413,3214,1019,2195
0,57,in,2595,7122,4527,0,6573,6573,2595,549,2046
0,55,in,2215,6539,4324,1,5756,5755,2214,783,1431
0,53,in,3651,9228,5577,0,8343,8343,3651,885,2766
0,51,in,2767,7559,4792,1,6746,6745,2766,813,1953
0,49,in,2655,7356,4701,0,6569,6569,2655,787,1868
0,45,in,3654,9373,5719,0,8246,8246,3654,1127,2527
0,43,in,1329,4153,2824,0,3738,3738,1329,415,914
0,41,in,2053,4697,2644,0,4155,4155,2053,542,1511
0,39,in,1843,4658,2815,0,4214,4214,1843,444,1399
0,37,in,2658,7382,4724,0,6633,6633,2658,749,1909
0,33,in,2771,7802,5031,1,6920,6919,2770,882,1888
0,31,in,1,7901,7900,0,7592,7592,1,309,308
0,29,in,1,8037,8036,0,7900,7900,1,137,136
0,27,in,0,4559,4559,1,4285,4284,1,274,275
0,25,in,0,10332,10332,6318,9956,3638,6318,376,6694
0,23,in,0,7530,7530,5220,7530,2310,5220,0,5220
0,21,in,0,7427,7427,1,7289,7288,1,138,139
0,19,in,1,7053,7052,1,6814,6813,0,239,239
0,20,pbout,0,2100,2100,-1,-1,0,1,2101,2100
0,24,pbout,2352,3944,1592,0,2816,2816,2352,1128,1224
0,25,pbout,3068,3978,910,0,3068,3068,3068,910,2158
0,26,pbout,2285,3529,1244,0,2642,2642,2285,887,1398
0,27,pbout,3430,5208,1778,0,3429,3429,3430,1779,1651
0,28,pbout,2385,4320,1935,0,2612,2612,2385,1708,677
0,29,pbout,2521,4624,2103,0,2439,2439,2521,2185,336
0,30,pbout,2563,4186,1623,0,2857,2857,2563,1329,1234
0,32,pbout,2321,3465,1144,0,2779,2779,2321,686,1635
0,33,pbout,1,11,10,1,2200,2199,0,2189,2189
0,34,pbout,2115,3434,1319,0,2548,2548,2115,886,1229
0,35,pbout,2433,3429,996,0,2432,2432,2433,997,1436
0,36,pbout,2178,3359,1181,0,13874,13874,2178,10515,12693
0,37,pbout,3104,3327,223,1,3104,3103,3103,223,2880
0,38,pbout,2529,3775,1246,0,3057,3057,2529,718,1811
0,39,pbout,3041,3675,634,1,2819,2818,3040,856,2184
0,40,pbout,1847,2959,1112,0,2176,2176,1847,783,1064
0,41,pbout,2974,5253,2279,0,3128,3128,2974,2125,849
0,42,pbout,2325,4524,2199,0,2339,2339,2325,2185,140
0,43,pbout,2839,4261,1422,0,2928,2928,2839,1333,1506
0,3,pbout,1,2887,2886,0,1897,1897,1,990,989
0,4,pbout,1,4049,4048,0,2854,2854,1,1195,1194
0,5,pbout,1,3094,3093,0,1970,1970,1,1124,1123
0,6,pbout,1,3772,3771,0,3121,3121,1,651,650
0,7,pbout,1,2550,2549,1,1553,1552,0,997,997
0,8,pbout,1,3706,3705,1,2380,2379,0,1326,1326
0,9,pbout,0,1660,1660,-1,-1,0,1,1661,1660
0,10,pbout,1,3225,3224,0,1899,1899,1,1326,1325
0,11,pbout,1230,2789,1559,0,1452,1452,1230,1337,107
0,12,pbout,1,2513,2512,1,1518,1517,0,995,995
0,13,pbout,2,3021,3019,0,1691,1691,2,1330,1328
0,14,pbout,1,1253,1252,0,2472,2472,1,1219,1220
0,15,pbout,1465,3025,1560,0,1479,1479,1465,1546,81
0,16,pbout,1,872,871,0,2132,2132,1,1260,1261
0,78,pbin,1,4147,4146,1,4147,4146,0,0,0
0,79,pbin,0,3740,3740,1,3740,3739,1,0,1
0,80,pbin,0,3774,3774,0,3744,3744,0,30,30
0,81,pbin,0,3196,3196,-1,-1,0,1,3197,3196
0,82,pbin,0,2643,2643,1,2611,2610,1,32,33
0,83,pbin,0,3470,3470,1,3432,3431,1,38,39
0,84,pbin,1,2983,2982,1,2983,2982,0,0,0
0,85,pbin,1,3777,3776,1301,3777,2476,1300,0,1300
0,86,pbin,0,3539,3539,-1,-1,0,1,3540,3539
0,87,pbin,0,2372,2372,1,2339,2338,1,33,34
0,88,pbin,0,1624,1624,1,1624,1623,1,0,1
0,89,pbin,0,2679,2679,1,2543,2542,1,136,137
0,90,pbin,0,942,942,1,942,941,1,0,1
0,91,pbin,0,2579,2579,1,2545,2544,1,34,35
0,92,pbin,1,2881,2880,-1,-1,0,2,2882,2880
0,93,pbin,0,4425,4425,-1,-1,0,1,4426,4425
0,94,pbin,0,2444,2444,1,2103,2102,1,341,342
0,95,pbin,0,4117,4117,1,4084,4083,1,33,34
0,96,pbin,0,5075,5075,-1,-1,0,1,5076,5075
0,97,pbin,0,4315,4315,1,3873,3872,1,442,443
0,98,pbin,0,2170,2170,1,2102,2101,1,68,69
0,103,pbin,0,3703,3703,1,3703,3702,1,0,1
0,104,pbin,0,2884,2884,-1,-1,0,1,2885,2884
0,105,pbin,0,4149,4149,1,4149,4148,1,0,1
0,106,pbin,0,2919,2919,-1,-257,-256,1,3176,3175
0,107,pbin,0,1280,1280,1,1281,1280,1,1,0
0,108,pbin,0,3158,3158,1,2985,2984,1,173,174
0,109,pbin,0,3163,3163,1,3095,3094,1,68,69
0,110,pbin,0,3299,3299,1,3299,3298,1,0,1
0,111,close_door,0,18812,18812,1,18812,18811,1,0,1
0,1,close_door,0,19694,19694,777,19694,18917,777,0,777
0,1,close_door,0,22121,22121,1,22122,22121,1,1,0
0,1,close_door,0,18916,18916,1,18916,18915,1,0,1
0,1,close_door,0,18479,18479,2,18479,18477,2,0,2
0,1,close_door,0,14702,14702,1,13818,13817,1,884,885